full_text,translated,klasifikasi,prediksi,sentiment
kok tibatiba ga lewat tl tentang ruu polri tni,how come suddenly not through TL about the TNI National Police Bill,Netral,Netral,TextBlob analysis used
pengusulan pembahasan ruu tni prolegnas prioritas didasarkan surat presiden ri nomor tertanggal februari persetujuan ruu tersebut resmi menjadi usulan inisiatif pemerintah,Prioritizing the Priority Prolegnas TNI Bill Discussion Based on the Republic of Indonesia's Presidential Letter Dated February the Ruu Approval is officially a proposed government initiative,Netral,Netral,TextBlob analysis used
sepolos orang lu bela pengusulan pembahasan ruu tni prolegnas prioritas didasarkan surat presiden ri nomor tertanggal februari persetujuan ruu tersebut resmi menjadi usulan inisiatif pemerintah dibaca,as innocent as the LU Defendant to Prioritize the Priority Prolegnas TNI Bill Based on the Republic of Indonesia Presidential Letter Date February the Approval of the Bill was officially a proposed government initiative to be read,Positif,Positif,TextBlob analysis used
udah nguap gitu aja nih uu tni ruu polri rupiah anjlok,It's been a while since I've had a rupiah rupiah rupiah,Netral,Netral,TextBlob analysis used
wah kemaren pas abis lapor pajak buka twitter ternyata ruu tni udah disahkan gue mau marah bangettt,"wow yesterday when I reported the tax, open Twitter, it turned out that the TNI Bill had been approved, I wanted to get angry",Negatif,Negatif,TextBlob analysis used
lu tahu fungsi buzzer ga si kontol fungsi buzzer biar nutupin isu lah isu nya ruu tni berita gua share bukti tindakan oknum nyuruh warga desa buat dukung ruu tni mana jelas jelas oknum tersebut lah buzzer dongo kaga usah maen twit kontol,You know the function of the buzzer not the dick the buzzer function to cover the issue is the issue of the news I share the proof of the action of the country to support the bill to support the bill that is clearly clear that the buzzer dongo kaga should not be twit dollars,Positif,Positif,TextBlob analysis used
share berita buzzer lu ga kebalik nyuruh warga desa dukung ruu noh buzzer tott share ruu tni kaga masalah noh buzzer kontol kontoll dongo bat ni orang kaga ngerti konteks asal nyeletus,"Share news buzzer you don't turn back to tell the villagers to support the no buzzer bill tott share the TNI Bill, the problem is the problem of the contoll dongo dongo dick, the person doesn't understand the context of origin",Netral,Netral,TextBlob analysis used
hmmmm masa lebih bahaya mana dg ruu tni udah sahin,hmmmm which is more dangerous with the TNI Bill already Sahin,Negatif,Negatif,TextBlob analysis used
wis ono bagian dewe ono sing fokus ruu tni ono sing fokus buna teddy aku tak fokus nang aniani pak rk iki lebih seru,Wis Ono Dewe Sing Sing Focus TNI Bill Ono Sing Focus Buna Teddy I am not focused Nang Aniani Pak RK Iki is more exciting,Positif,Positif,TextBlob analysis used
tokoh masyarakat kec ngombol kab purworejo mendukung ruu tni tni selalu dihati tulisan terbaca spanduk dibawah,Purworejo District Community Leaders Kec Kab Purworejo support the TNI TNI Bill always in the hearts of the banner reading below,Netral,Netral,TextBlob analysis used
blokir aja mbak aku yakin bhw kedua kelompok baik mendukung tidak semua punya tujuan sama cinta tni cinta nkri beda persepsi dapat membuktikan mana benar si ptidakgas ruu sendiri,"Just block, miss, I'm sure that the two good groups support that not all have the same purpose in the love of the TNI Cinta NKRI different perception can prove where it is true that the PTidakgas Bill itself",Positif,Positif,TextBlob analysis used
doa aku lebaran tiba moga pemerintah dikasih azab sudah menyulitkan seluruh warga negara indonesia moga undangundang tni musnah moga ruu polri ga kalau mau sahkan moga dpr seisi ruangan mengsahkan langsung cepat kena karma,"My prayer is Eid arriving, hopefully the government is given a punishment, it is difficult for all Indonesian citizens to make the TNI Law, it will be destroyed by the National Police Bill, if you want",Negatif,Negatif,TextBlob analysis used
lakik punya pendirian,Lakik has a stand,Netral,Netral,TextBlob analysis used
live hari aku ga expect bakal bahasan soal ruu tni bermasalah tiktok sambutannya baik ueee,"live day I don't expect to discuss the matter of the TNI Bill in trouble, Tiktok's welcome is good ueee",Positif,Positif,TextBlob analysis used
semuanya aku maafin yang ngedukung ruu tni,Everything I forgiven who supports the TNI Bill,Netral,Netral,TextBlob analysis used
nunggu ruu tni sama ruu polri batal ntar aku pinjemin yak,Waiting for the TNI Bill and the National Police Draft Bill I cancel later I borrowed,Netral,Netral,TextBlob analysis used
memangnya paham isi ruu tni ta keknya sih paham apa ruu tni coba ditanya satu persatu biar jelas ketahuan itu oknum,"It really understood the contents of the TNI Bill, I understand what the TNI Bill is trying to be asked one by one so that it is clearly caught by the person",Positif,Positif,TextBlob analysis used
anjg jangan dong pls aku takut,Anjg don't pls I'm afraid,Negatif,Negatif,TextBlob analysis used
aduh enaknya ngobrol soal bibi ruu tni soalnya dukung gila aja seru banget jir,It's good to be talking about Aunt Bibi and it's a crazy support for fun,Positif,Positif,TextBlob analysis used
nya gencar bnget provokasi tolak ruu tni ternyata ketakutan oleh operasi siber tni,its incessant provocation reject the TNI Bill turned out to be scared by the TNI cyber operation,Netral,Netral,TextBlob analysis used
my bebih punya ku jg jangan diembat,"my more, don't do it",Positif,Positif,TextBlob analysis used
yang sibuk protes ruu tni buk,who are busy protesting the TNI BUK BUU BUK,Positif,Positif,TextBlob analysis used
disaat rehat aksi turun jalan pemerintah terutama partai hijau membayar banyak masyarakat seakan dukung tuh ruu tni ayo guys galakkan di sosial media,"When the action break down the government's path, especially the green party paid a lot of people as if supporting the TNI Bill, let's guys galize on social media",Positif,Positif,TextBlob analysis used
jombang kemarin tepat hari sama aksi tolak ruu tni di dprd ga jauh situ miris banget liatnya,Jombang yesterday was right on the same day with the action of rejecting the TNI Bill in the DPRD not far there really sad to see it,Negatif,Negatif,TextBlob analysis used
yaudalah nikmati aja lah ruu tni sudah protes segimanapun ga didenger kok,"yaudalah just enjoy the TNI Bill, he has protested as much",Positif,Positif,TextBlob analysis used
wheres that thread explaining why ruu tni ditolak based on,wheres that thread explaining why ruu tni ditolak based on,Netral,Netral,TextBlob analysis used
apkh penglihan isu ruu tni,APKH DLAGING Issue of the TNI Bill,Netral,Netral,TextBlob analysis used
twt eror,twt eror,Netral,Netral,TextBlob analysis used
apa kena efisiensi,what is efficient,Netral,Netral,TextBlob analysis used
land of down ada ruu tni,Land of Down there is a TNI Bill,Negatif,Netral,TextBlob analysis used
jadi serentak aksi dukung ruu tni tuh pantesan tadi sempet liat perempatan gatsukircon miris liatnya,"So simultaneously the action of supporting the TNI Bill was full of seeing the intersection of Gatsukircon, sad",Positif,Positif,TextBlob analysis used
ambil aja sembakonya gpp hbs tetep demo tetep suarakan tolak ruu tni,just take the gpp gpp hbs still demo but still say the TNI Bill,Netral,Netral,TextBlob analysis used
dukung bersama ruu tni perkuat rasa cinta tanah air kebanggaan nasional,Support with the TNI Bill to Strengthen the Love of the Motherland of National Pride,Positif,Positif,TextBlob analysis used
dukung bersama ruu tni memperkuat rasa cinta tanah air kebanggaan nasional,Support with the TNI Bill to strengthen the love of the national pride of the motherland,Positif,Positif,TextBlob analysis used
rakyat gk setuju ruu tni gitu aja kok paham,"The people don't agree with the TNI Bill, I just understand",Netral,Netral,TextBlob analysis used
gw sempet cek cok tipis sama mama pas nyiapin bukaan puasa tadi tidak banget sih gtw bsk subuh,I checked a thin brown with mama when preparing the fasting opening was not really like that at dawn,Negatif,Negatif,TextBlob analysis used
dukung bersama ruu tni memperkuat rasa cinta tanah air kebanggaan nasional sebagai simbol kekuatan bangsa menjaga keamanan kedaulatan negara perdamaian,Supporting with the TNI Bill to strengthen the love of the homeland of national pride as a symbol of the nation's power to maintain the security of the sovereignty of the peace state,Positif,Positif,TextBlob analysis used
sayangnya banyak masih ngeles kata kata lho kan gini gini gini ruu tni gapapa dong soalnya bla bla bla hilih,"unfortunately there are still many words, you know, right like this, this is the TNI Bill, because it's blah blah blah chose",Positif,Positif,TextBlob analysis used
ruu tni akan mengembalikan dwi fungsi abri,The TNI Bill will return the ABRI function,Netral,Netral,TextBlob analysis used
silahkan unjuk rasa setahun full gpp asal taati waktu kalau udah lewat waktu jangan diteruskan merusak fasilitas umum ada seperti malang rawan rusuh aspirasi mau disampaikan jelas tujuan sampai sekarang banyak ngerti efek ruu tni apa,"Please show a full year of GPP as long as you obey the time if you've passed the time do not continue to damage public facilities, such as Malang, aspiration is prone to be conveyed clearly the destination until now understands the effects of the TNI Bill what",Positif,Positif,TextBlob analysis used
wkwkkw cari tau dulu mbak pengusung ruu tni siapa awalnya malu udah ngetik panjang panjang ga pake data makanya cari datanya dulu mbak wkwkkw ngetik ko pake rasa sakit hati plus emosi wkwkw,Wkwkkw looked to know how to do the Bill of Billing who was initially embarrassed to have long long ga packing data so he was looking for a datro first and then I used to feel hurt plus emotion wkwkw,Positif,Positif,TextBlob analysis used
smwh gw maafin polisi,I forgive the police,Netral,Netral,TextBlob analysis used
ngtidak paham apa isi ruu tni,does not understand what is the contents of the TNI Bill,Netral,Netral,TextBlob analysis used
kamu ga tau ruu tni yang ngusulin siapa lmao,You don't know who the TNI Bill is NGO,Netral,Netral,TextBlob analysis used
aduh besok foto keluarga cetak banner mendukung ruu tni,Ouch tomorrow Family Photo Print Banner Supports the TNI Bill,Netral,Netral,TextBlob analysis used
masuk parcok ama parjo hampir ntidak pinter pakek duit semya sumpah jadinya merek menjilat petentang petenteng sepertik ruu tni mtidak ngefek cuma siap komandan padahl yang daompat gaji gede jabatan sipil jenderal kroco tamtama bintara,"Entering Parcok and Parjo is almost not clever to use money to oath, so the brand licks the pension like the TNI Bill, not just ready to be ready for the Commander of the Padahl who is jumped by a big salary of the Civil Tamtama Bintara.",Positif,Positif,TextBlob analysis used
x eror apa gmn dah,x error what do you do,Netral,Netral,TextBlob analysis used
guys sorry banget kalo replyku reply soal ruu tni i hate buzzer,guys very sorry if I reply my reply about the TNI I Hate Buzzer Bill,Negatif,Negatif,TextBlob analysis used
ruu tni disahkan ketar ketir cucu pki,The TNI Bill was ratified by the PKI grandchildren,Netral,Netral,TextBlob analysis used
mendukung ruu tni simbol kekuatan bangsa menjaga keamanan kedaulatan negara perdamaian,Supports the TNI Bill in the symbol of the nation's power to maintain the security of the peace of the peace state,Netral,Netral,TextBlob analysis used
ternyata beneran yang ngaitin tolak ruu tni pilpres,it turns out that the real thing that rejects the TNI Presidential Election Bill,Positif,Positif,TextBlob analysis used
dukung ruu tni,Support the TNI Bill,Netral,Positif,TextBlob analysis used
ruu tni dwifungsi kemasan reformasi maret dpr ri mengesahkan revisi uu no tahun tni membuka ruang dwifungsi abri telah dihapus pascareformasi,TNI DWU DWIFUNCTION March Reform Packaging Parliament RI legalized Law No of the TNI Year Opening ABRI Dwifunction Room has been deleted after the reform,Netral,Netral,TextBlob analysis used
tulisan budiawan sejarah humaniora membaca katherine e mcgregor sejarah berseragam cukup nyambung situasi riuh ruu tni ini,History Budiawan Humanities read Katherine E McGregor History in uniform,Netral,Netral,TextBlob analysis used
danrem dukung aksi damai ruu tni paguyuban kades amp ormas hmn simak selengkapnya disini,"Danrem Supports the Peace Action of the TNI Bill of the Association of the HMN HMN HMN Organization, see more here",Positif,Positif,TextBlob analysis used
dukung bersama ruu tni,Support with the TNI Bill,Netral,Positif,TextBlob analysis used
dukung bersama ruu tni,Support with the TNI Bill,Netral,Positif,TextBlob analysis used
