full_text,username,created_at,tokenized,stemmed,translated,klasifikasi,skor_polaritas
uu perampasan aset penting peraturan membatasi kekuasaan penting tujuan uu tni relevan kondisi masyarakat ini banyak mengalami kerugian akibat oknum berseragam uu tni maupun ruu polri malah memperluas kekuasaan kewenangan,Thetanaya,Sun Mar 30 22:02:24 +0000 2025,"['uu', 'perampasan', 'aset', 'penting', 'peraturan', 'membatasi', 'kekuasaan', 'penting', 'tujuan', 'uu', 'tni', 'relevan', 'kondisi', 'masyarakat', 'ini', 'banyak', 'mengalami', 'kerugian', 'akibat', 'oknum', 'berseragam', 'uu', 'tni', 'maupun', 'ruu', 'polri', 'malah', 'memperluas', 'kekuasaan', 'kewenangan']",uu ampas aset penting atur batas kuasa penting tuju uu tni relevan kondisi masyarakat ini banyak alami rugi akibat oknum seragam uu tni maupun ruu polri malah luas kuasa wenang,Law Division of Important Assets Limiting Important Power The purpose of the TNI Law is relevant to the condition of this community there are many losses due to unscrupulous uniforms,Positif,0.31500000000000006
minal aidzin ga nolak ruu tni ga gue maafin,wHostherrree,Sun Mar 30 21:56:52 +0000 2025,"['minal', 'aidzin', 'ga', 'nolak', 'ruu', 'tni', 'ga', 'gue', 'maafin']",mal aidzin ga nolak ruu tni ga gue maafin,"Minal aidzin doesn't refuse the TNI Bill, I don't forgive",Netral,0.0
oalah kirain cm aku ngrasa gini pantes kok aneh banget awalnya dikit banget brita ttg demoruu tni trs abis twit eror aneh bener wkwkwk sengaja diilangin,soppxy,Sun Mar 30 21:55:08 +0000 2025,"['oalah', 'kirain', 'cm', 'aku', 'ngrasa', 'gini', 'pantes', 'kok', 'aneh', 'banget', 'awalnya', 'dikit', 'banget', 'brita', 'ttg', 'demoruu', 'tni', 'trs', 'abis', 'twit', 'eror', 'aneh', 'bener', 'wkwkwk', 'sengaja', 'diilangin']",oalah kirain cm aku ngrasa gin pantes kok aneh banget awal dikit banget brita ttg demoruu tni trs abis twit eror aneh bener wkwkwk sengaja diilangin,"oalah, I think I feel like this, how come it's really weird, initially a little bit of the TNI Demoruu, then after the error twit",Negatif,-0.34375
mendukung ruu tni lho mungkin udah kebagian bansos lebaran di bbrp daerah,Yens0906,Sun Mar 30 21:47:16 +0000 2025,"['mendukung', 'ruu', 'tni', 'lho', 'mungkin', 'udah', 'kebagian', 'bansos', 'lebaran', 'di', 'bbrp', 'daerah']",dukung ruu tni lho mungkin udah bagi bansos lebaran di bbrp daerah,"Supports the TNI Bill, you know, maybe you have already gotten the Eid Social Assistance in the Regional BBRP",Positif,0.03333333333333333
si masi banyak cuma alagioritma coba banyakin like repost reply engagement aja intinya bahkan akunku aja cuma bookmark alagioritma isi ruu tni kesini terus,puisiuntuktidur,Sun Mar 30 21:44:53 +0000 2025,"['si', 'masi', 'banyak', 'cuma', 'alagioritma', 'coba', 'banyakin', 'like', 'repost', 'reply', 'engagement', 'aja', 'intinya', 'bahkan', 'akunku', 'aja', 'cuma', 'bookmark', 'alagioritma', 'isi', 'ruu', 'tni', 'kesini', 'terus']",si mas banyak cuma alagioritma coba banyakin like repost reply engagement aja inti bahkan akun aja cuma bookmark alagioritma isi ruu tni kesini terus,the still a lot of it is just alagoritma try a lot like repost reply engagement.,Netral,0.0
bener tadi sempet ga postingan mengenai ruu tni,poopsspace,Sun Mar 30 21:43:41 +0000 2025,"['bener', 'tadi', 'sempet', 'ga', 'postingan', 'mengenai', 'ruu', 'tni']",bener tadi sempet ga postingan kena ruu tni,"Really, I didn't post about the TNI Bill",Positif,0.2
lu kaga malunya tp gue malu,lilourelle,Sun Mar 30 21:40:10 +0000 2025,"['lu', 'kaga', 'malunya', 'tp', 'gue', 'malu']",lu kaga malu tp gue malu,You are shy but shy,Negatif,-0.5
defakk diem dulu bsgk gue salting mampus,lilourelle,Sun Mar 30 21:36:53 +0000 2025,"['defakk', 'diem', 'dulu', 'bsgk', 'gue', 'salting', 'mampus']",defakk diem dulu bsgk gue salting mampus,"Defakk Diek first, I can salt it dead",Positif,0.024999999999999994
sorry yeeee maafkan diri bila setransparan pembuatan ruu tni banyak salah pendirian danantara acap berkata kasar mengucapkan ndasmu teriring salam kehangatan dapat memenuhi raga makan bergizi gratis selamat hari idul fitri h,Yoimiyes_,Sun Mar 30 21:30:58 +0000 2025,"['sorry', 'yeeee', 'maafkan', 'diri', 'bila', 'setransparan', 'pembuatan', 'ruu', 'tni', 'banyak', 'salah', 'pendirian', 'danantara', 'acap', 'berkata', 'kasar', 'mengucapkan', 'ndasmu', 'teriring', 'salam', 'kehangatan', 'dapat', 'memenuhi', 'raga', 'makan', 'bergizi', 'gratis', 'selamat', 'hari', 'idul', 'fitri', 'h']",sorry yeeee maaf diri bila transparan buat ruu tni banyak salah diri danantara acap kata kasar ucap ndasmu iring salam hangat dapat penuh raga makan gizi gratis selamat hari idul fitri h,"Sorry yeeee forgive yourself if the Setransparent Making TNI Bill has many wrong establishments and between often say rude to say your ndas with the warmth of the warmth of being able to fulfill the FREE MEASURE MEALTHING, Happy Eid Al -Fitr Day h",Positif,0.1285714285714286
mana paham tuh ruu tni ngomong gini disuap bansos tentunya,xiaography,Sun Mar 30 21:19:06 +0000 2025,"['mana', 'paham', 'tuh', 'ruu', 'tni', 'ngomong', 'gini', 'disuap', 'bansos', 'tentunya']",mana paham tuh ruu tni ngomong gin suap bansos tentu,"Where do you understand the TNI Bill talking like this, Social Affairs, of course",Positif,0.03333333333333333
mending kak antek asing aku debat malah dikatain keturunan pki soalnya ga dukung ruu tni,truthofmylaif,Sun Mar 30 21:15:21 +0000 2025,"['mending', 'kak', 'antek', 'asing', 'aku', 'debat', 'malah', 'dikatain', 'keturunan', 'pki', 'soalnya', 'ga', 'dukung', 'ruu', 'tni']",mending kak antek asing aku debat malah dikatain turun pki soal ga dukung ruu tni,"Better, sis, I debate, I debated, even said by the PKI descent, because I didn't support the TNI Bill",Positif,0.5
iya sama aku gitu akun ku kunci pas rame rame nya tntang ruu tni trs pas masuk hilang semua berulang terus sudah kali kunci,rechtmathigeid,Sun Mar 30 21:03:07 +0000 2025,"['iya', 'sama', 'aku', 'gitu', 'akun', 'ku', 'kunci', 'pas', 'rame', 'rame', 'nya', 'tntang', 'ruu', 'tni', 'trs', 'pas', 'masuk', 'hilang', 'semua', 'berulang', 'terus', 'sudah', 'kali', 'kunci']",iya sama aku gitu akun ku kunci pas rame rame nya tntang ruu tni trs pas masuk hilang semua ulang terus sudah kali kunci,"yes with me so my account locks when it is crowded with the TNI Bill, when I enter it, it is lost, all the time is lock",Netral,0.0
gw gabisa misuh gw seketika takut tuhan yme,shouegaze,Sun Mar 30 21:00:57 +0000 2025,"['gw', 'gabisa', 'misuh', 'gw', 'seketika', 'takut', 'tuhan', 'yme']",gw gabisa misuh gw ketika takut tuhan yme,"I can't, I immediately afraid of God Almighty",Negatif,-0.6
gw allahuakbar allahuakbar dibonceng sm fufufafajaya,shouegaze,Sun Mar 30 21:00:39 +0000 2025,"['gw', 'allahuakbar', 'allahuakbar', 'dibonceng', 'sm', 'fufufafajaya']",gw allahuakbar allahuakbar bonceng sm fufufafajaya,Gw Allahuakbar Allahuakbar SM FUFUFAFAJAYA,Netral,0.0
tasikmalaya udah demo amp dihadang sama polisi dulu akhirnya ketemu ketua dprd kota tasikmalaya namanya aslimpartai gerindaria hasil ditolak gagasan demonstran amp responnya apa aslim kan kewenangan pusatpersetujuan ruu tni no idea banget jawab pusat,repakustipia,Sun Mar 30 21:00:22 +0000 2025,"['tasikmalaya', 'udah', 'demo', 'amp', 'dihadang', 'sama', 'polisi', 'dulu', 'akhirnya', 'ketemu', 'ketua', 'dprd', 'kota', 'tasikmalaya', 'namanya', 'aslimpartai', 'gerindaria', 'hasil', 'ditolak', 'gagasan', 'demonstran', 'amp', 'responnya', 'apa', 'aslim', 'kan', 'kewenangan', 'pusatpersetujuan', 'ruu', 'tni', 'no', 'idea', 'banget', 'jawab', 'pusat']",tasikmalaya udah demo amp dihadang sama polisi dulu akhir ketemu ketua dprd kota tasikmalaya nama aslimpartai gerindaria hasil tolak gagas demonstran amp responnya apa aslim kan wenang pusatpersetujuan ruu tni no idea banget jawab pusat,"Tasikmalaya already demonstrated the AMP was intercepted by the police, finally met the Chairman of the Tasikmalaya City DPRD, his name was ASLIMPARTIA GERINDI AODA BEEN RECOMMENCE DEMONSTRANCE AMP AMP DOK ASLIM ASLIM AREA",Netral,0.0
banyak ya massa aksi turun jalan buat dukung ruu tni berbicara nada lembut senyum pemaaf,iwantyoubaby258,Sun Mar 30 20:51:45 +0000 2025,"['banyak', 'ya', 'massa', 'aksi', 'turun', 'jalan', 'buat', 'dukung', 'ruu', 'tni', 'berbicara', 'nada', 'lembut', 'senyum', 'pemaaf']",banyak ya massa aksi turun jalan buat dukung ruu tni bicara nada lembut senyum maaf,a lot of the mass of the action down the way to support the TNI Bill to speak the soft tone of forgiveness smile,Positif,0.08611111111111111
kalo habisin opm bantai hancurkan ham sisihkan sbntr bukannya jadi nyalain masyrakat kontra ruu tni,coffeelvv04,Sun Mar 30 20:47:37 +0000 2025,"['kalo', 'habisin', 'opm', 'bantai', 'hancurkan', 'ham', 'sisihkan', 'sbntr', 'bukannya', 'jadi', 'nyalain', 'masyrakat', 'kontra', 'ruu', 'tni']",kalo habisin opm bantai hancur ham sisih sbntr bukan jadi nyalain masyrakat kontra ruu tni,"If you finish the OPM, slaughtering human rights set aside sbntr instead of turning on the community against the TNI Bill",Netral,0.0
gue yakin gapaham ruu tni ntah dibayar dikasi sembako lebih mudah dijalankan ngasi pengetahuansosialisasi berapa bahayanya ruu tni ini alias main kotor ekploitasi rakyat kecil disgusting,sigewinnea,Sun Mar 30 20:46:36 +0000 2025,"['gue', 'yakin', 'gapaham', 'ruu', 'tni', 'ntah', 'dibayar', 'dikasi', 'sembako', 'lebih', 'mudah', 'dijalankan', 'ngasi', 'pengetahuansosialisasi', 'berapa', 'bahayanya', 'ruu', 'tni', 'ini', 'alias', 'main', 'kotor', 'ekploitasi', 'rakyat', 'kecil', 'disgusting']",gue yakin gapaham ruu tni ntah bayar kasi sembako lebih mudah jalan ngasi pengetahuansosialisasi berapa bahaya ruu tni ini alias main kotor ekploitasi rakyat kecil disgusting,"I am sure that the TNI Bill is not paid, it is paid for the basic food, it is easier to carry out the knowledge of the socialization of the dangers",Positif,0.25
kekuatan tni simbol persatuan bangsa dukung ruu tni memperkuat pertahanan keamanan negara,yulianaaisah583,Sun Mar 30 20:41:51 +0000 2025,"['kekuatan', 'tni', 'simbol', 'persatuan', 'bangsa', 'dukung', 'ruu', 'tni', 'memperkuat', 'pertahanan', 'keamanan', 'negara']",kuat tni simbol satu bangsa dukung ruu tni kuat tahan aman negara,TNI Strength The symbol of national unity supports the TNI Bill to strengthen the defense of state security,Netral,0.0
ruu tni langkah besar memperkokoh rasa cinta tanah air dukung bersama indonesia lebih aman kuat,yulianaaisah583,Sun Mar 30 20:41:45 +0000 2025,"['ruu', 'tni', 'langkah', 'besar', 'memperkokoh', 'rasa', 'cinta', 'tanah', 'air', 'dukung', 'bersama', 'indonesia', 'lebih', 'aman', 'kuat']",ruu tni langkah besar kokoh rasa cinta tanah air dukung sama indonesia lebih aman kuat,TNI Bill The Big Step to Strengthen the Love of the Motherland Supports with Indonesia is Safer,Positif,0.25
ruu tni simbol kekuatan bangsa mendukungnya ikut menjaga perdamaian kedaulatan negara,yulianaaisah583,Sun Mar 30 20:41:39 +0000 2025,"['ruu', 'tni', 'simbol', 'kekuatan', 'bangsa', 'mendukungnya', 'ikut', 'menjaga', 'perdamaian', 'kedaulatan', 'negara']",ruu tni simbol kuat bangsa dukung ikut jaga damai daulat negara,TNI Bill The symbol of the nation's power to support him helped maintain the peace of the country's sovereignty,Netral,0.0
dukung ruu tni memperkuat rasa cinta tanah air kebanggaan nasional bersama menjaga keamanan kedaulatan indonesia,yulianaaisah583,Sun Mar 30 20:41:31 +0000 2025,"['dukung', 'ruu', 'tni', 'memperkuat', 'rasa', 'cinta', 'tanah', 'air', 'kebanggaan', 'nasional', 'bersama', 'menjaga', 'keamanan', 'kedaulatan', 'indonesia']",dukung ruu tni kuat rasa cinta tanah air bangga nasional sama jaga aman daulat indonesia,Support the TNI Bill to strengthen the love of the national pride of the motherland together to maintain the security of Indonesia's sovereignty,Positif,0.5
gambar ulang jadi rame intel mungkin sindir uu tni amp ruu polri kontroversial uu tni maret izinin militer masuk instansi sipil ditakutin bawa demokrasi mundur ruu polri kasih polisi kuasa lebih pengawasan picu penyalahgunaan ilmu kanuragan,grok,Sun Mar 30 20:31:10 +0000 2025,"['gambar', 'ulang', 'jadi', 'rame', 'intel', 'mungkin', 'sindir', 'uu', 'tni', 'amp', 'ruu', 'polri', 'kontroversial', 'uu', 'tni', 'maret', 'izinin', 'militer', 'masuk', 'instansi', 'sipil', 'ditakutin', 'bawa', 'demokrasi', 'mundur', 'ruu', 'polri', 'kasih', 'polisi', 'kuasa', 'lebih', 'pengawasan', 'picu', 'penyalahgunaan', 'ilmu', 'kanuragan']",gambar ulang jadi rame intel mungkin sindir uu tni amp ruu polri kontroversial uu tni maret izinin militer masuk instansi sipil ditakutin bawa demokrasi mundur ruu polri kasih polisi kuasa lebih awas picu penyalahgunaan ilmu kanuragan,"Re -drawing becomes Intel Rame, maybe the teasing of the TNI Law AMP Controversial National Police Chief March March Permission to enter the Civil Agency to Bring Democracy to withdraw the National Police Bill, the Power of Power of Attorney, Power of Attorney's Supervision",Positif,0.55
akun rekomendasi hastag tolak ruu tni menghilang di tren yang masuk peringkat menghilang adakah solusi,oldkinds,Sun Mar 30 20:30:23 +0000 2025,"['akun', 'rekomendasi', 'hastag', 'tolak', 'ruu', 'tni', 'menghilang', 'di', 'tren', 'yang', 'masuk', 'peringkat', 'menghilang', 'adakah', 'solusi']",akun rekomendasi hastag tolak ruu tni hilang di tren yang masuk peringkat hilang ada solusi,"Hastag Recommendation Account Rejects the TNI Bill disappear in the ranking trends disappear, is there a solution",Netral,0.0
indonesia gelap men feeling gue apapun terjadi myanmar sangat sangat terjadi indonesia sejak pengesahan ruu tni kemarin idk how much impact i can give but ill try to share and speak up about myanmar too,_arafui,Sun Mar 30 20:29:46 +0000 2025,"['indonesia', 'gelap', 'men', 'feeling', 'gue', 'apapun', 'terjadi', 'myanmar', 'sangat', 'sangat', 'terjadi', 'indonesia', 'sejak', 'pengesahan', 'ruu', 'tni', 'kemarin', 'idk', 'how', 'much', 'impact', 'i', 'can', 'give', 'but', 'ill', 'try', 'to', 'share', 'and', 'speak', 'up', 'about', 'myanmar', 'too']",indonesia gelap men feeling gue apa jadi myanmar sangat sangat jadi indonesia sejak kesah ruu tni kemarin idk how much impact i can give but ill try to share and speak up about myanmar too,Indonesia Dark Men Feeling I Whatever happens Myanmar has happened to Indonesia since the ratification of the TNI Bill yesterday Idk how much impact I can give but Ill try to share and speak up about myanmar too,Negatif,-0.15
satusatunya cara uu tni ruu polri diterima ada aturan pendukung transparansi proses appointment aparat suatu posisi pertama mustahil kedua kalo ada malah aparat soalnya banyak tidak kompeten,JiwaLowBatt20,Sun Mar 30 20:29:20 +0000 2025,"['satusatunya', 'cara', 'uu', 'tni', 'ruu', 'polri', 'diterima', 'ada', 'aturan', 'pendukung', 'transparansi', 'proses', 'appointment', 'aparat', 'suatu', 'posisi', 'pertama', 'mustahil', 'kedua', 'kalo', 'ada', 'malah', 'aparat', 'soalnya', 'banyak', 'tidak', 'kompeten']",satusatunya cara uu tni ruu polri terima ada atur dukung transparansi proses appointment aparat suatu posisi pertama mustahil dua kalo ada malah aparat soal banyak tidak kompeten,"The only way the TNI Law Bill the National Police Bill is accepted there are rules for supporting the transparency of the appointment process of an apparatus, a first position is impossible for the second if there are even the officials because there are many incompetent",Negatif,-0.0023809523809523725
saking hina nya ruu tni orangorang dukung demi nasi bungkus udah gitu divideokan terus diupload sosmed sungguh bodoh kelewat batas,LuBuIsKing,Sun Mar 30 20:26:25 +0000 2025,"['saking', 'hina', 'nya', 'ruu', 'tni', 'orangorang', 'dukung', 'demi', 'nasi', 'bungkus', 'udah', 'gitu', 'divideokan', 'terus', 'diupload', 'sosmed', 'sungguh', 'bodoh', 'kelewat', 'batas']",saking hina nya ruu tni orangorang dukung demi nasi bungkus udah gitu video terus diupload sosmed sungguh bodoh lewat batas,I was so despicable that the TNI Bill people supported for the sake of the packaged rice.,Netral,0.0
gabisa tidur ovt soal ruu tni padahal dipikir pikir sipil aja selama juga banyak belum sejahtera eh skrg malah diambil kalo memang tujuannya utk mensejahterakan tni ga tetap ruang lingkupnya aja harus mengambil porsi lain,ciappucino,Sun Mar 30 20:24:29 +0000 2025,"['gabisa', 'tidur', 'ovt', 'soal', 'ruu', 'tni', 'padahal', 'dipikir', 'pikir', 'sipil', 'aja', 'selama', 'juga', 'banyak', 'belum', 'sejahtera', 'eh', 'skrg', 'malah', 'diambil', 'kalo', 'memang', 'tujuannya', 'utk', 'mensejahterakan', 'tni', 'ga', 'tetap', 'ruang', 'lingkupnya', 'aja', 'harus', 'mengambil', 'porsi', 'lain']",gabisa tidur ovt soal ruu tni padahal pikir pikir sipil aja lama juga banyak belum sejahtera eh skrg malah ambil kalo memang tuju utk sejahtera tni ga tetap ruang lingkup aja harus ambil porsi lain,"I can't sleep OVT about the TNI Bill, even though I think that civilians just think that as long as many are not yet prosperous, but now it is taken if the goal is to prosper the TNI, it does not remain in the scope, it must take another portion",Positif,0.225
lah kok salahin demo salahin mensahkan ruu tni kalauu disahkan yang paling ketakutan orng papua jaman dulu sdh perna dwifungsi abri dilaksanakan terjadi pembantaian wamena berdarah biak berdarah menjadi troma tersendiri mereka,9051Cowok,Sun Mar 30 20:09:01 +0000 2025,"['lah', 'kok', 'salahin', 'demo', 'salahin', 'mensahkan', 'ruu', 'tni', 'kalauu', 'disahkan', 'yang', 'paling', 'ketakutan', 'orng', 'papua', 'jaman', 'dulu', 'sdh', 'perna', 'dwifungsi', 'abri', 'dilaksanakan', 'terjadi', 'pembantaian', 'wamena', 'berdarah', 'biak', 'berdarah', 'menjadi', 'troma', 'tersendiri', 'mereka']",lah kok salahin demo salahin sah ruu tni kalauu sah yang paling takut orng papua jaman dulu sdh perna dwifungsi abri laksana jadi bantai wamena darah biak darah jadi troma sendiri mereka,"Why do you blame the demonstration to Write the TNI Bill if the most fearful of the old Papua, the ABRI dwifunction, the massacre of the bumpy biak is their own troma.",Positif,0.07499999999999998
gw sedih banget line karena literally what i felt everytime i saw the death tolls in gaza what i also felt pas bc berita suruh ttd ruu tni in exchange of bansos,ayyachandesu,Sun Mar 30 20:03:41 +0000 2025,"['gw', 'sedih', 'banget', 'line', 'karena', 'literally', 'what', 'i', 'felt', 'everytime', 'i', 'saw', 'the', 'death', 'tolls', 'in', 'gaza', 'what', 'i', 'also', 'felt', 'pas', 'bc', 'berita', 'suruh', 'ttd', 'ruu', 'tni', 'in', 'exchange', 'of', 'bansos']",gw sedih banget line karena literally what i felt everytime i saw the death tolls in gaza what i also felt pas bc berita suruh ttd ruu tni in exchange of bansos,gw sedih banget line karena literally what i felt everytime i saw the death tolls in gaza what i also felt pas bc berita suruh ttd ruu tni in exchange of bansos,Netral,0.0
nah yang kritik rezim eh sekarang malah mau berlindung ruu tni ruu polri,senjapetang077,Sun Mar 30 20:01:55 +0000 2025,"['nah', 'yang', 'kritik', 'rezim', 'eh', 'sekarang', 'malah', 'mau', 'berlindung', 'ruu', 'tni', 'ruu', 'polri']",nah yang kritik rezim eh sekarang malah mau lindung ruu tni ruu polri,"well, the criticism of the regime eh now even want to take shelter",Netral,0.0
